placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,wednesday,thursday,friday,saturday,sunday,monday,tuesday,currentStatus,imgUrl,isClaimed,query,timestamp,info
https://www.google.com/maps/place/Reauto+Repres.De+Auts.Ltda./data=!4m5!3m4!1s0xa695783c73f671:0x542c22ce87816187!8m2!3d-19.9546632!4d-44.026599,Reauto Repres.De Auts.Ltda.,3.8,12,Volkswagen dealer,·  In-store shopping  ·  In-store pickup,"Av. Babita Camargos, 1243 - Cidade Industrial, Contagem - MG, 32210-180, Brazil","2XWF+49 Cidade Industrial, Contagem - State of Minas Gerais, Brazil",reauto.com.br,+55 31 3368-6000,8AM–6PM,8AM–6PM,8AM–6PM,9AM–1PM,Closed,8AM–6PM,8AM–6PM,Open now  8AM–6PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,false,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:50:26.155Z,
https://www.google.com/maps/place/Pisa+Ford+Autom%C3%B3veis/data=!4m5!3m4!1s0xa6965d3c6f693f:0x2daed4dc77ab714e!8m2!3d-19.9379248!4d-44.0005082,Pisa Ford Automóveis,4.0,1369,Ford dealer,·  In-store shopping  ·  In-store pickup,"Av. Amazonas, 7700 - Gameleira |, Belo Horizonte - MG, 30510-000, Brazil","3X6X+RQ Belo Horizonte, State of Minas Gerais, Brazil",pisaford.com.br,+55 31 3388-1000,9AM–6PM,9AM–6PM,9AM–6PM,9AM–1PM,Closed,9AM–6PM,9AM–6PM,Open now  9AM–6PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:50:29.205Z,
https://www.google.com/maps/place/Chevrolet+Jorlan+Cora%C3%A7%C3%A3o+Eucar%C3%ADstico/data=!4m5!3m4!1s0xa696fb759b330d:0x58e265bf30497b67!8m2!3d-19.9255321!4d-43.9873067,Chevrolet Jorlan Coração Eucarístico,4.1,427,Chevrolet dealer,·  In-store shopping  ·  In-store pickup,"Av. Pres. Juscelino Kubitschek, 4789 - Coração Eucarístico, Belo Horizonte - MG, 30535-485, Brazil","32F7+Q3 Coração Eucarístico, Belo Horizonte - State of Minas Gerais, Brazil",jorlan.com,+55 31 3972-3868,8AM–6PM,8AM–6PM,8AM–6PM,8AM–2PM,Closed,8AM–6PM,8AM–6PM,Open now  8AM–6PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:50:31.939Z,
https://www.google.com/maps/place/Carbel+Renault/data=!4m5!3m4!1s0xa6917ae7af3f5f:0xed41c648cfa9f438!8m2!3d-19.8970224!4d-43.9662123,Carbel Renault,4.1,206,Car dealer,·  In-store shopping  ·  In-store pickup,"Av. Presidente Carlos Luz, 1155 - Caiçaras, Belo Horizonte - MG, 31230-000, Brazil","423M+5G Caiçaras, Belo Horizonte - State of Minas Gerais, Brazil",carbelrenault.com.br,+55 31 3519-7800,8AM–6PM,8AM–6PM,8AM–6PM,9AM–1PM,Closed,8AM–6PM,8AM–6PM,Open now  8AM–6PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:50:34.920Z,
https://www.google.com/maps/place/Strada+Fiat+Linha+Verde/data=!4m5!3m4!1s0xa68f8a41287f6f:0x210799e0cdc138d4!8m2!3d-19.8036477!4d-43.9494199,Strada Fiat Linha Verde,4.5,121,Fiat dealer,·  In-store shopping  ·  In-store pickup,"MG-010, KM 13.9 Próximo ao Trevo de - Jaqueline, Belo Horizonte - MG, 31748-038, Brazil","53W2+G6 Jaqueline, Belo Horizonte - State of Minas Gerais, Brazil",strada.com.br,+55 31 3490-7766,8AM–6PM,8AM–6PM,8AM–6PM,8AM–2PM,Closed,8AM–6PM,8AM–6PM,Open now  8AM–6PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:50:37.959Z,
https://www.google.com/maps/place/Auto+Japan+Cidade+Nova/data=!4m5!3m4!1s0xa69a6608dc0c61:0x2e4e044ec72d7060!8m2!3d-19.8848333!4d-43.9290855,Auto Japan Cidade Nova,4.3,360,Honda dealer,·  In-store shopping  ·  In-store pickup,"Av. Cristiano Machado, 2510 - Cidade Nova, Belo Horizonte - MG, 31170-800, Brazil","438C+39 Cidade Nova, Belo Horizonte - State of Minas Gerais, Brazil",autojapan.com.br,+55 31 3429-3333,7:30AM–6:30PM,7:30AM–6:30PM,7:30AM–6:30PM,9AM–2PM,Closed,7:30AM–6:30PM,7:30AM–6:30PM,Open now  7:30AM–6:30PM,https://lh5.googleusercontent.com/p/AF1QipOb8eb3foPQSoQZ45dEmsBxIdd0PN65z-CtLUN8=w408-h337-k-no,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:50:40.937Z,
https://www.google.com/maps/place/Roma+Ford+Cidade+Nova/data=!4m5!3m4!1s0xa69a6eb264de13:0xe66f9e33ccaff37e!8m2!3d-19.8895519!4d-43.9296862,Roma Ford Cidade Nova,4.0,834,Ford dealer,·  In-store shopping  ·  In-store pickup  ·  Delivery,"Av. Cristiano Machado, 2101 - Cidade Nova, Belo Horizonte - MG, 31170-800, Brazil","436C+54 Cidade Nova, Belo Horizonte - State of Minas Gerais, Brazil",minasgerais.romaford.com.br,+55 31 3514-5100,8AM–7PM,8AM–7PM,8AM–7PM,9AM–2PM,Closed,8AM–7PM,8AM–7PM,Open now  8AM–7PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:50:43.596Z,LGBTQ+ friendly
https://www.google.com/maps/place/Automax+Fiat/data=!4m5!3m4!1s0xa696fb74918c83:0x78df25ae2d63a524!8m2!3d-19.9258755!4d-43.987648,Automax Fiat,4.2,833,Fiat dealer,·  In-store shopping  ·  In-store pickup,"R. Padre Pedro Evangelista, 44 - Coração Eucarístico, Belo Horizonte - MG, 30535-490, Brazil","32F6+JW Coração Eucarístico, Belo Horizonte - State of Minas Gerais, Brazil",automaxfiat.com.br,+55 31 3314-0000,8AM–7PM,8AM–7PM,8AM–7PM,9AM–2PM,Closed,8AM–7PM,8AM–7PM,Open now  8AM–7PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:50:46.253Z,
"https://www.google.com/maps/place/Carbig+-+Carbel+Savassi/@-19.9442799,-43.9367912,17z/data=!3m1!4b1!4m5!3m4!1s0xa699d26ced1af5:0x8fab386f35a32197!8m2!3d-19.9442927!4d-43.9345485",Carbig - Carbel Savassi,4.0,178,Car dealer,·  In-store shopping  ·  In-store pickup,"Av. Nossa Sra. do Carmo, 506 - São Pedro, Belo Horizonte - MG, 30330-000, Brazil","3348+75 São Pedro, Belo Horizonte - State of Minas Gerais, Brazil",carbig.com,+55 31 3280-9700,8AM–6PM,8AM–6PM,8AM–6PM,8AM–2PM,Closed,8AM–6PM,8AM–6PM,Open now  8AM–6PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:50:50.219Z,
https://www.google.com/maps/place/Seta+Car+Ve%C3%ADculos/data=!4m5!3m4!1s0xa69a65e6a15135:0xf1a477d8986e1f86!8m2!3d-19.8840823!4d-43.9298999,Seta Car Veículos,4.2,148,Car dealer,·  In-store shopping  ·  In-store pickup,"Av. Cristiano Machado, 2621 - Ipiranga, Belo Horizonte - MG, 31160-380, Brazil","438C+92 Ipiranga, Belo Horizonte - State of Minas Gerais, Brazil",setacarveiculos.com.br,+55 31 3423-0001,8AM–6PM,8AM–6PM,8AM–6PM,8AM–2PM,Closed,8AM–6PM,8AM–6PM,Open now  8AM–6PM,https://lh5.googleusercontent.com/p/AF1QipPbAByRaU5KhGJ3frGow0Oi2EKoJxThV74u7FTX=w408-h306-k-no,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:50:53.216Z,
https://www.google.com/maps/place/Peugeot+Bordeaux/data=!4m5!3m4!1s0xa697edd7256b61:0x1688ec78c3d89c93!8m2!3d-19.9663103!4d-43.9553882,Peugeot Bordeaux,4.3,583,Car dealer,·  In-store shopping  ·  In-store pickup,"Av. Barão Homem de Melo, 4350 - Estoril, Belo Horizonte - MG, 30455-610, Brazil","22MV+FR Estoril, Belo Horizonte - State of Minas Gerais, Brazil",bordeaux-bh.com.br,+55 31 3298-2200,8AM–7PM,8AM–7PM,8AM–7PM,9AM–3PM,Closed,8AM–7PM,8AM–7PM,Open now  8AM–7PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:50:58.630Z,
https://www.google.com/maps/place/Norte+Autom%C3%B3veis/data=!4m5!3m4!1s0xa68fede2e2bc0d:0xc2b934d8f8964db4!8m2!3d-19.816423!4d-43.9539503,Norte Automóveis,4.4,351,Car dealer,·  In-store shopping  ·  In-store pickup,"Av. Vilarinho, 1251 - Venda Nova, Belo Horizonte - MG, 31615-250, Brazil","52MW+CC Venda Nova, Belo Horizonte - State of Minas Gerais, Brazil",bit.ly,+55 31 98499-4859,8AM–6PM,8AM–6PM,8AM–6PM,8AM–3PM,Closed,8AM–6PM,8AM–6PM,Open now  8AM–6PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:51:01.787Z,
https://www.google.com/maps/place/Crisvel+Ve%C3%ADculos/data=!4m5!3m4!1s0xa69b2662255a57:0xe86a430d17f54451!8m2!3d-19.8839368!4d-43.9293972,Crisvel Veículos,4.2,34,Car dealer,·  In-store shopping  ·  In-store pickup,"Av. Cristiano Machado, 2574 - Cidade Nova, Belo Horizonte - MG, 30160-372, Brazil","438C+C6 Cidade Nova, Belo Horizonte - State of Minas Gerais, Brazil",crisvelveiculos.com.br,+55 31 3481-8566,9AM–6PM,9AM–6PM,9AM–6PM,9AM–2PM,Closed,9AM–6PM,9AM–6PM,Open now  9AM–6PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:51:05.081Z,
https://www.google.com/maps/place/Toyota+Rodobens+Raja/data=!4m5!3m4!1s0xa697ee15f31f5d:0x9258479836278d7d!8m2!3d-19.9563697!4d-43.9582622,Toyota Rodobens Raja,4.3,894,Toyota dealer,·  In-store shopping  ·  In-store pickup,"Av. Raja Gabáglia, 2226 - Estoril, Belo Horizonte - MG, 30494-170, Brazil","22VR+FM Estoril, Belo Horizonte - State of Minas Gerais, Brazil",rodobenstoyota.com.br,+55 31 2102-8400,8AM–7PM,8AM–7PM,8AM–7PM,8AM–2PM,Closed,8AM–7PM,8AM–7PM,Open now  8AM–7PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:51:07.675Z,
https://www.google.com/maps/place/Hyundai+CAOA/data=!4m5!3m4!1s0xa697e9e4cbffff:0x514dc3d493ab1622!8m2!3d-19.9649365!4d-43.9624415,Hyundai CAOA,4.0,314,Car dealer,·  In-store shopping  ·  In-store pickup,"Av. Barão Homem de Melo, 3319 - Estoril, Belo Horizonte - MG, 30494-275, Brazil","22PQ+42 Estoril, Belo Horizonte - State of Minas Gerais, Brazil",hyundai-motor.com.br,+55 31 4042-8200,8AM–7PM,8AM–7PM,8AM–7PM,9AM–3PM,Closed,8AM–7PM,8AM–7PM,Open now  8AM–7PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:51:10.530Z,
https://www.google.com/maps/place/BORDEAUX+Citro%C3%ABn/data=!4m5!3m4!1s0xa697edd46b50af:0xdf03ce8d4c206a83!8m2!3d-19.9662735!4d-43.9553774,BORDEAUX Citroën,,,Citroen dealer,·  In-store shopping  ·  In-store pickup,"Av. Professor Mário Werneck, 10 - Estoril, Belo Horizonte - MG, 30455-610, Brazil","22MV+FR Estoril, Belo Horizonte - State of Minas Gerais, Brazil",citroen.com.br,+55 31 3298-2200,,,,,,,,,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,false,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:51:13.514Z,
https://www.google.com/maps/place/Carbel+-+Belo+Horizonte+-+Hyundai/data=!4m5!3m4!1s0xa69091c96aaaab:0x83310fe88f5dad1c!8m2!3d-19.8779675!4d-43.9559711,Carbel - Belo Horizonte - Hyundai,,,Hyundai dealer,·  In-store shopping  ·  In-store pickup,"R. Maj. Delfino de Paula, 2151 - São Francisco, Belo Horizonte - MG, 31255-170, Brazil","42CV+RJ Sao Francisco, Belo Horizonte - State of Minas Gerais, Brazil",hyundai.com.br,+55 31 3490-7800,,,,,,,,,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,false,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:51:16.517Z,
https://www.google.com/maps/place/Grande+Minas+Cristiano+Machado/data=!4m5!3m4!1s0xa69a16e84d760b:0x74685267348686d0!8m2!3d-19.9015198!4d-43.9281191,Grande Minas Cristiano Machado,4.1,1039,Chevrolet dealer,·  In-store shopping  ·  In-store pickup,"Av. Cristiano Machado, 1080 - Sagrada Família, Belo Horizonte - MG, 31030-514, Brazil","33XC+9Q Sagrada Família, Belo Horizonte - State of Minas Gerais, Brazil",grandeminas.com.br,+55 31 3972-4156,8AM–6PM,8AM–6PM,8AM–6PM,8AM–2PM,Closed,8AM–6PM,8AM–6PM,Open now  8AM–6PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:51:19.106Z,
https://www.google.com/maps/place/HD+Ve%C3%ADculos/data=!4m5!3m4!1s0xa6befae7a64213:0x60df7e424ee291a9!8m2!3d-19.996852!4d-44.050392,HD Veículos,4.4,32,Car dealer,·  In-store shopping  ·  In-store pickup,"R. Júlio Mesquita, 120 - Marilândia, Ibirité - MG, 30692-460, Brazil","2W3X+7R Marilândia, Ibirité - State of Minas Gerais, Brazil",hdveiculosbh.com.br,+55 31 3322-5103,8AM–6PM,8AM–6PM,8AM–6PM,8AM–6PM,Closed,8AM–6PM,8AM–6PM,Open now  8AM–6PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:51:21.697Z,
https://www.google.com/maps/place/Erso+Autom%C3%B3veis+Ltda/data=!4m5!3m4!1s0xa6bddfeac1b79d:0x5843f75cf89b9acd!8m2!3d-19.9522014!4d-43.9606109,Erso Automóveis Ltda,3.5,8,Car dealer,·  In-store shopping  ·  In-store pickup,"Av. Tito Fulgêncio, 101 - Barreiro, Belo Horizonte - MG, 32215-000, Brazil","22XQ+4Q Barreiro, Belo Horizonte - State of Minas Gerais, Brazil",ersoautomoveis.com.br,+55 31 3384-2323,8AM–6PM,8AM–6PM,8AM–6PM,8AM–1PM,Closed,8AM–6PM,Closed,Open now  8AM–6PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:51:24.775Z,
https://www.google.com/maps/place/Mila+Volkswagen/data=!4m5!3m4!1s0xa690a5d2bf01fb:0xf78d51d66909d72a!8m2!3d-19.8584294!4d-43.9586943,Mila Volkswagen,4.3,1963,Volkswagen dealer,·  In-store shopping  ·  In-store pickup  ·  Delivery,"Av. Professor Magalhães Penido, 1001 - São Luiz, Belo Horizonte - MG, 31270-700, Brazil","42RR+JG São Luiz, Belo Horizonte - State of Minas Gerais, Brazil",mila.com.br,+55 31 3499-4100,8AM–7PM,8AM–7PM,8AM–7PM,8AM–1PM,Closed,8AM–7PM,8AM–7PM,Open now  8AM–7PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:51:27.722Z,
https://www.google.com/maps/place/Minas+Ve%C3%ADculos/data=!4m5!3m4!1s0xa69a65c5942c1f:0xbddd39f0e4144d08!8m2!3d-19.8832118!4d-43.930229,Minas Veículos,4.0,14,Car dealer,·  In-store shopping  ·  In-store pickup,"Av. Cristiano Machado, 2661 - Ipiranga, Belo Horizonte - MG, 31160-380, Brazil","4389+PW Ipiranga, Belo Horizonte - State of Minas Gerais, Brazil",,+55 31 3309-8004,8AM–6PM,8AM–6PM,8AM–6PM,8AM–4PM,Closed,8AM–6PM,8AM–6PM,Open now  8AM–6PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:51:30.368Z,
https://www.google.com/maps/place/Confian%C3%A7a+Autom%C3%B3veis/data=!4m5!3m4!1s0xa6953d2daf2e79:0x5590e73be04c3200!8m2!3d-19.9547653!4d-44.0371894,Confiança Automóveis,3.9,39,Car dealer,·  In-store shopping  ·  In-store pickup,"Praça Marília de Dirceu, 56 - Inconfidentes, Contagem - MG, 32260-220, Brazil","2XW7+34 Inconfidentes, Contagem - State of Minas Gerais, Brazil",,+55 31 3333-9107,8AM–6PM,8AM–6PM,8AM–6PM,8AM–2PM,Closed,8AM–6PM,8AM–6PM,Open now  8AM–6PM,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/concessionarias/@-19.9725571,-44.1170276,10.73z",2021-10-06T12:51:32.969Z,
