placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,quarta-feira,quinta-feira,sexta-feira,sábado,domingo,segunda-feira,terça-feira,currentStatus,info,imgUrl,isClaimed,query,timestamp
https://www.google.com/maps/place/Karol/data=!4m5!3m4!1s0xa697675a817e99:0xaed35d3abad387aa!8m2!3d-19.9408765!4d-43.9350665,Karol,"3,9",22,Loja de moda feminina,"Loja de roupas femininas, bijuterias e complementos, com modelos de marcas diversas da moda da estação.    ·  Compras na loja  ·  Retirada na loja  ·  Entrega","R. Lavras, 90 - São Pedro, Belo Horizonte - MG, 30330-010, Brasil","3357+JX São Pedro, Belo Horizonte - MG, Brasil",lojaskarol.com.br,+55 33 99180-4200,10:00–19:00,10:00–19:00,10:00–19:00,10:00–14:00,Fechado,10:00–19:00,10:00–19:00,Fechado  Abre às 10:00,,https://lh5.googleusercontent.com/p/AF1QipMvrpIDHK3Ts_GDrJI2k4I36yGrX5ojXL4j63au=w408-h346-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:09.964Z
https://www.google.com/maps/place/Camarim+Bh+Sion/data=!4m5!3m4!1s0xa699cd4b63bfc9:0xa4301256dc2e1f0!8m2!3d-19.9497618!4d-43.9332361,Camarim Bh Sion,"4,6",14,Loja de moda feminina,·  Compras na loja  ·  Retirada na loja,"Av. Uruguai, 262 - Sion, Belo Horizonte - MG, 30310-300, Brasil","3328+3P Sion, Belo Horizonte - MG, Brasil",,+55 31 3281-4768,09:00–19:00,09:00–19:00,09:00–19:00,09:00–13:00,Fechado,09:00–19:00,09:00–19:00,Aberto agora  09:00–19:00,,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,false,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:13.085Z
https://www.google.com/maps/place/Estilosa+BH+Moda+Feminina+e+Est%C3%A9tica+Corporal/data=!4m5!3m4!1s0xa69a695c7dbc0b:0xa4413fe72f04cce6!8m2!3d-19.8908119!4d-43.9278246,Estilosa BH Moda Feminina e Estética Corporal,"5,0",5,Loja de moda feminina,·  Compras na loja  ·  Retirada na loja,"Rua Nelson Soares de Faria, 447 - loja 459 - Cidade Nova, Belo Horizonte - MG, 31117-030, Brasil","435C+MV Cidade Nova, Belo Horizonte - MG, Brasil",,+55 31 3166-9250,09:00–19:00,09:00–19:00,09:00–19:00,09:00–17:00,Fechado,09:00–18:00,09:00–19:00,Aberto agora  09:00–19:00,,https://lh5.googleusercontent.com/p/AF1QipMNPvWfxlQItkl5KBtBWBgDgvKKnCrYE61uQmdx=w408-h510-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:16.209Z
https://www.google.com/maps/place/Mundalua+Castelo+-+Moda+Feminina/data=!4m5!3m4!1s0xa6913ea6ed6ae5:0xafecf034dce122a7!8m2!3d-19.8786118!4d-43.9971177,Mundalua Castelo - Moda Feminina,"4,8",48,Loja de Roupa,·  Compras na loja  ·  Retirada na loja  ·  Entrega,"Av. Miguel Perrela, 455 - Loja 05/06 - Castelo, Belo Horizonte - MG, 31330-290, Brasil","42C3+H5 Castelo, Belo Horizonte - MG, Brasil",mundalua.com.br,+55 31 3646-3104,09:30–18:30,09:30–18:30,09:30–18:30,09:30–15:00,Fechado,09:30–18:30,09:30–18:30,Fechado  Abre às 09:30,Empresa amiga da comunidade LGBTQ+,https://lh5.googleusercontent.com/p/AF1QipOIGasYv9UpTB0joL9ndlJeccUEdv_8N70Usbif=w408-h271-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:19.702Z
https://www.google.com/maps/place/Outlet+Alphorria/data=!4m5!3m4!1s0xa6976a68095359:0x3f886424a4247ae!8m2!3d-19.923322!4d-43.9607332,Outlet Alphorria,"4,5",137,Loja de moda feminina,·  Compras na loja  ·  Retirada na loja,"Rua Esmeralda, 11 - Prado, Belo Horizonte - MG, 30411-048, Brasil","32GQ+MP Prado, Belo Horizonte - MG, Brasil",alphorria.com.br,+55 31 3304-0511,09:00–18:30,09:00–18:30,09:00–18:30,09:00–13:30,Fechado,09:00–18:30,09:00–18:30,Aberto agora  09:00–18:30,Se identifica como administrado por mulheres,https://lh5.googleusercontent.com/p/AF1QipMkMRT0rcMfHT8HSwCS9wXZP0pn4upB7AUaC4jY=w408-h306-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:22.602Z
https://www.google.com/maps/place/Loja+Ousadia+BH/data=!4m5!3m4!1s0xa69bc8a5d2ee33:0xb5daae257b42184f!8m2!3d-19.8623777!4d-43.8979778,Loja Ousadia BH,"5,0",10,Loja de moda feminina,·  Compras na loja  ·  Retirada na loja  ·  Entrega,"Rua Lucimara Marques, 486 - loja 1 Loja - Goiânia, Belo Horizonte - MG, 31950-620, Brasil","44Q2+2R Goiânia, Belo Horizonte - MG, Brasil",lojaoudadiabh.bagy05.app,+55 31 98760-4807,,,,,,,,,Se identifica como administrado por mulheres,https://lh5.googleusercontent.com/p/AF1QipO03gEproC4TSDWO4Ndvp4fRorINmFMh-2RsL0=w408-h639-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:25.401Z
https://www.google.com/maps/place/Lecrok%C3%AD+moda+feminina/data=!4m5!3m4!1s0xa686b1b8e7917d:0xcf760a1f0315c90a!8m2!3d-19.9213184!4d-43.9591359,Lecrokí moda feminina,"4,8",9,Loja de Roupa,·  Compras na loja  ·  Retirada na loja,"Rua Jaceguai, 208 - sala 816 - Prado, Belo Horizonte - MG, 30411-040, Brasil","32HR+F8 Prado, Belo Horizonte - MG, Brasil",,+55 31 3337-3904,08:00–18:00,08:00–18:00,08:00–17:00,Fechado,Fechado,08:00–18:00,08:00–18:00,Aberto agora  08:00–18:00,Se identifica como administrado por mulheres,https://lh5.googleusercontent.com/p/AF1QipNnMj9pTceBgVXMzr4XwGPUAz3RGcRn0NzLSntu=w408-h271-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:28.518Z
https://www.google.com/maps/place/A+Moda/data=!4m5!3m4!1s0xa699fcbb7cca1d:0x2ebfbd928cd706ec!8m2!3d-19.918753!4d-43.9395537,A Moda,"4,0",14,Loja de moda feminina,·  Compras na loja  ·  Retirada na loja,"Rua dos Carijós, 450 - Centro, Belo Horizonte - MG, 30120-060, Brasil","33J6+F5 Centro, Belo Horizonte - MG, Brasil",,+55 31 3201-4650,08:30–19:30,08:30–19:30,08:30–19:30,08:30–14:30,Fechado,08:30–19:30,08:30–19:30,Aberto agora  08:30–19:30,,https://lh4.googleusercontent.com/proxy/fR4d_ci6mzX3jqBrzAAgjQYuAeHrNs0uQT4vx9ZMxkGeIuc7B3b7AZlfF_z81eLvRworECkSDZV_fQcAuyMoFQDs2vlWp6YLhLn3Q8xJ4ZvNkvCYOHsyxioZ19dN6e7SKZdxbipdynDnfZnU9Wy-afvCN7dyEOv90MYH5VUYz9hl=w408-h306-k-no,false,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:31.582Z
https://www.google.com/maps/place/Moda+Mais+Atacado/data=!4m5!3m4!1s0xa6975ea33a1ad1:0xf2e899bfffb2e38c!8m2!3d-19.922819!4d-43.9474227,Moda Mais Atacado,"5,0",15,Loja de moda feminina,·  Compras na loja  ·  Retirada na loja  ·  Entrega,"R. Mato Grosso, 539 - loja 107 - Barro Preto, Belo Horizonte - MG, 30180-099, Brasil","33G3+V2 Barro Preto, Belo Horizonte - MG, Brasil",instagram.com,+55 31 99333-6728,09:00–18:00,09:00–18:00,09:00–18:00,Fechado,Fechado,09:00–18:00,09:00–18:00,Aberto agora  09:00–18:00,,https://lh5.googleusercontent.com/p/AF1QipMiF7_dHVVkoGTTuZCgh0ocRhtsChtzj0RWx9EO=w408-h378-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:35.362Z
https://www.google.com/maps/place/Use+Grife+-+Loja+de+Roupa+Feminina+Savassi/data=!4m5!3m4!1s0xa69911c5eb56c7:0x74ad957f27ca81ed!8m2!3d-19.9357121!4d-43.9352317,Use Grife - Loja de Roupa Feminina Savassi,"4,3",6,Loja de moda feminina,·  Compras na loja  ·  Retirada na porta  ·  Entrega,"Centro Comercial Inconfidentes - Rua dos Inconfidentes, 1011 - Loja 20 - Savassi, Belo Horizonte - MG, 30140-128, Brasil","3377+PW Savassi, Belo Horizonte - MG, Brasil",usegrife.com.br,+55 31 3643-9699,10:00–19:00,10:00–19:00,10:00–19:00,10:00–14:00,Fechado,10:00–19:00,Fechado,Fechado  Abre às 10:00,Empresa amiga da comunidade LGBTQ+,https://lh5.googleusercontent.com/p/AF1QipN-HVfEajLeSoi_1pSbuvfqY481aLJXcSrcpN0t=w408-h544-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:38.841Z
https://www.google.com/maps/place/LEVIT%C3%80/data=!4m5!3m4!1s0xa697b14a4e6197:0x2997103e60bf7a10!8m2!3d-19.9284965!4d-43.9648437,LEVITÀ,,,Loja de moda feminina,·  Compras na loja,"R. Turfa, 710 - Prado, Belo Horizonte - MG, 30411-200, Brasil","32CP+J3 Prado, Belo Horizonte - MG, Brasil",levitabrand.com,+55 31 99767-4319,08:30–18:00,08:30–18:00,08:30–17:00,Fechado,Fechado,08:30–18:00,08:30–18:00,Aberto agora  08:30–18:00,,https://lh5.googleusercontent.com/p/AF1QipPCA6Z3J7brAOFrR9S340tm6H4gfmKMtAzCu00h=w408-h725-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:44.737Z
https://www.google.com/maps/place/Lojas+Renner/data=!4m5!3m4!1s0xa6be09887606b9:0x66f2b5aa7e921ad8!8m2!3d-19.973823!4d-44.020571,Lojas Renner,"4,3",1255,Loja de Roupa,·  Compras na loja  ·  Retirada na loja,"ViaShopping Barreiro - Av. Afonso Vaz de Melo, 640 - Barreiro, Belo Horizonte - MG, 30640-070, Brasil","2XGH+FQ Barreiro, Belo Horizonte - MG, Brasil",lojasrenner.com.br,+55 31 3029-5454,10:00–21:00,10:00–21:00,10:00–21:00,10:00–21:00,12:00–20:00,10:00–21:00,10:00–21:00,Fechado  Abre às 10:00,,https://lh5.googleusercontent.com/p/AF1QipMe-qAVYmiqoVZHUHQmU57L5lSX9ru2vZ8rz9YD=w408-h306-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:47.616Z
https://www.google.com/maps/place/Apo%C3%A1/data=!4m5!3m4!1s0xa6976cc20d3e7f:0xace44933603043fd!8m2!3d-19.927715!4d-43.965695,Apoá,"4,7",37,Loja de moda feminina,·  Compras na loja  ·  Retirada na loja  ·  Entrega,"R. Pedra Bonita, 493 - Prado, Belo Horizonte - MG, 30411-216, Brasil","32CM+WP Prado, Belo Horizonte - MG, Brasil",apoa.com.br,+55 31 2531-7815,09:00–18:00,09:00–18:00,09:00–17:00,Fechado,Fechado,09:00–18:00,09:00–18:00,Aberto agora  09:00–18:00,,https://lh5.googleusercontent.com/p/AF1QipNvDDAvB5qZuOO3KDZhAE6jrtaPw5sLOvVSBuHw=w426-h240-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:50.850Z
https://www.google.com/maps/place/Alphorria+Store/data=!4m5!3m4!1s0xa6977b77a37b07:0x3eb12d43fb42ebe0!8m2!3d-19.9377721!4d-43.949085,Alphorria Store,"4,8",51,Loja de moda feminina,Boutique vende vestuário para mulheres com peças e conjuntos sofisticados e modelos criativos e descolados.    ·  Compras na loja  ·  Retirada na loja,"R. Conde de Linhares, 255 - Cidade Jardim, Belo Horizonte - MG, 30380-030, Brasil","3362+V9 Cidade Jardim, Belo Horizonte - MG, Brasil",alphorria.com.br,+55 31 3335-4678,09:00–20:00,09:00–20:00,09:00–20:00,09:00–15:00,Fechado,09:00–20:00,09:00–20:00,Aberto agora  09:00–20:00,,https://www.gstatic.com/images/icons/material/system_gm/1x/restaurant_black_18dp.png,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:54.196Z
https://www.google.com/maps/place/Tricotares+Moda+Feminina/data=!4m5!3m4!1s0xa697ecdb647683:0x5ff6a1386651c8e3!8m2!3d-19.9691176!4d-43.9651869,Tricotares Moda Feminina,"5,0",1,Loja de moda feminina,·  Compras na loja  ·  Retirada na loja  ·  Entrega,"Rua Walter Guimarães Figueiredo, 31 - Buritis, Belo Horizonte - MG, 30492-030, Brasil","22JM+9W Buritis, Belo Horizonte - MG, Brasil",tricotares.com.br,+55 31 99770-5779,09:30–18:30,09:30–18:30,09:30–18:30,09:30–14:30,Fechado,09:30–18:30,09:30–18:30,Fechado  Abre às 09:30,,https://lh5.googleusercontent.com/p/AF1QipNSavqFcM6W1xy1ZHq4A9qSl3qJxtBEUPeh78Ws=w408-h544-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:24:57.352Z
https://www.google.com/maps/place/Raro+Efeito/data=!4m5!3m4!1s0xa697816f9e5457:0x33fd38d558035687!8m2!3d-19.9478135!4d-43.9479705,Raro Efeito,"5,0",11,Loja de moda feminina,·  Compras na loja  ·  Retirada na loja,"Av. Prudente de Morais, 1577 - Santo Antônio, Belo Horizonte - MG, 30350-213, Brasil","3322+VR Santo Antônio, Belo Horizonte - MG, Brasil",raroefeitomoda.com.br,+55 31 3293-1525,10:00–19:00,10:00–19:00,10:00–19:00,10:00–14:00,Fechado,10:00–19:00,10:00–19:00,Fechado  Abre às 10:00,,https://lh5.googleusercontent.com/p/AF1QipNTfWGUqdV-DVUiTQm2FsNMN6-8Tpq04KH5NwUP=w408-h723-k-no,false,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:25:00.453Z
https://www.google.com/maps/place/Guia+da+Moda+Mineira/data=!4m5!3m4!1s0xa69741b547c321:0x7c61aea52a90e190!8m2!3d-19.926264!4d-43.965639,Guia da Moda Mineira,"5,0",9,Loja de acessórios de moda,·  Compras na loja  ·  Retirada na loja,"R. Turmalina, 466 - Prado, Belo Horizonte - MG, 30411-120, Brasil","32FM+FP Prado, Belo Horizonte - MG, Brasil",guiadamodamineira.com.br,+55 31 2512-4101,09:00–18:00,09:00–18:00,09:00–18:00,Fechado,Fechado,09:00–18:00,09:00–18:00,Aberto agora  09:00–18:00,,https://lh5.googleusercontent.com/p/AF1QipNVQVPXPXo8bjHkQzinKiw8qzBjzmX6PpQSHW7b=w427-h240-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:25:04.131Z
https://www.google.com/maps/place/Efeito+da+Moda+-+Moda+Plus+size+-+Pe%C3%A7as+diferenciadas+e+pre%C3%A7o+justo./data=!4m5!3m4!1s0xa6913bba25905b:0xdf1b623f144d1628!8m2!3d-19.9211183!4d-43.9429541,Efeito da Moda - Moda Plus size - Peças diferenciadas e preço justo.,"5,0",1,Loja de moda feminina,·  Compras na loja  ·  Retirada na loja  ·  Entrega,"Praça Primeiro de Maio, 38 - Centro, Belo Horizonte - MG, 30120-030, Brasil","33H4+HR Centro, Belo Horizonte - MG, Brasil",efeitodamoda.com.br,+55 31 98671-3840,09:00–19:00,09:00–19:00,09:00–19:00,09:00–14:00,Fechado,09:00–19:00,09:00–19:00,Aberto agora  09:00–19:00,Se identifica como administrado por mulheres,https://lh5.googleusercontent.com/p/AF1QipMJGbJ0_xlly6roFa2CoM43G_-eUMA1ACSNLnfm=w408-h302-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:25:07.197Z
https://www.google.com/maps/place/Poeme+Moda+Feminina/data=!4m5!3m4!1s0xa69a229f918bc1:0x74ede6f809363b01!8m2!3d-19.9067105!4d-43.9245346,Poeme Moda Feminina,"4,3",15,Loja de moda feminina,·  Compras na loja  ·  Retirada na loja,"R. Conselheiro Lafaiete, 617 - Sagrada Família, Belo Horizonte - MG, 31030-010, Brasil","33VG+85 Sagrada Família, Belo Horizonte - MG, Brasil",,+55 31 2527-1759,09:00–18:30,09:00–18:30,09:00–18:30,09:00–14:00,Fechado,09:00–18:30,09:00–18:30,Aberto agora  09:00–18:30,,https://lh5.googleusercontent.com/p/AF1QipOBo97azCp6ek8WT-ddlXgmbqu1A7X36MHfXy5m=w425-h240-k-no,false,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:25:10.142Z
https://www.google.com/maps/place/Coutz/data=!4m5!3m4!1s0xa6971286748d85:0xab35fd0f41069bfe!8m2!3d-19.930065!4d-43.964856,Coutz,"4,8",18,Atacadista de roupas,,"R. Brumadinho, 522 - Prado, Belo Horizonte - MG, 30411-223, Brasil","329P+X3 Prado, Belo Horizonte - MG, Brasil",coutzoficial.com.br,+55 31 3646-8696,08:30–18:00,08:30–18:00,08:30–17:00,Fechado,Fechado,08:30–18:00,08:30–18:00,Aberto agora  08:30–18:00,,https://lh5.googleusercontent.com/p/AF1QipMuBLKNAGtQ5qsR9A3v0iS-O_Y_CWXNT3ox4WBK=w408-h611-k-no,true,"https://www.google.com/maps/search/moda+feminina+belo+horizonte/@-19.9847701,-44.0335663,12z/data=!3m1!4b1",2021-10-06T12:25:13.550Z
